,17%,25%,50%,75%,83%
rho.bIS[Human Density Coral x Coral Kauai],-0.657714659,-0.494166692,0.044688825,0.561535817,0.713585229
rho.bIS[Intercept Sand Kauai],-0.655512813,-0.509726878,-0.031604677,0.463190707,0.621570291
rho.bIS[Coral Sand Kauai],-0.708367507,-0.568121651,-0.079420766,0.441833286,0.606264487
rho.bIS[Coral x Coral Sand Kauai],-0.680139908,-0.527536329,-0.03093204,0.49526905,0.657226695
rho.bIS[Sand Sand Kauai],1,1,1,1,1
rho.bIS[CCA Sand Kauai],-0.61025603,-0.445448478,0.075096532,0.561900442,0.705177295
rho.bIS[Depth Sand Kauai],-0.677339866,-0.528244928,-0.022233923,0.481912562,0.643097134
rho.bIS[Complexity Sand Kauai],-0.850597509,-0.763900238,-0.36322488,0.263629817,0.493827638
rho.bIS[Water Clarity Sand Kauai],-0.705488738,-0.567036164,-0.085373401,0.425265253,0.598924075
rho.bIS[SST Sand Kauai],-0.657789536,-0.50249466,0.014815112,0.519498104,0.672759633
rho.bIS[Waves Sand Kauai],-0.63048332,-0.468342086,0.034809358,0.531484088,0.689025649
rho.bIS[Waves x Waves Sand Kauai],-0.648177949,-0.487944922,0.026458942,0.52986209,0.681414885
rho.bIS[Human Density Sand Kauai],-0.754892541,-0.621008908,-0.133901205,0.409731135,0.589794899
rho.bIS[Intercept CCA Kauai],-0.655405674,-0.507728409,-0.035896885,0.446969773,0.605491205
rho.bIS[Coral CCA Kauai],-0.685053998,-0.539642542,-0.047758549,0.458003903,0.623750412
rho.bIS[Coral x Coral CCA Kauai],-0.673670495,-0.519947345,-0.017534475,0.491247957,0.650684272
rho.bIS[Sand CCA Kauai],-0.61025603,-0.445448478,0.075096532,0.561900442,0.705177295
rho.bIS[CCA CCA Kauai],1,1,1,1,1
rho.bIS[Depth CCA Kauai],-0.664974139,-0.506666943,-0.011876367,0.488010513,0.644579394
rho.bIS[Complexity CCA Kauai],-0.795914632,-0.675078824,-0.162611606,0.467993942,0.657879662
rho.bIS[Water Clarity CCA Kauai],-0.675267501,-0.527237431,-0.044587769,0.451653506,0.613325171
rho.bIS[SST CCA Kauai],-0.654189576,-0.498470295,0.016080838,0.516146899,0.666280765
rho.bIS[Waves CCA Kauai],-0.650540028,-0.496391496,0.002401663,0.501595586,0.659507982
rho.bIS[Waves x Waves CCA Kauai],-0.653909863,-0.502431768,0.007411116,0.502351591,0.655871687
rho.bIS[Human Density CCA Kauai],-0.700240696,-0.5494274,-0.031641075,0.486290396,0.650925735
rho.bIS[Intercept Depth Kauai],-0.611096772,-0.457262091,0.03202077,0.506963634,0.65182014
rho.bIS[Coral Depth Kauai],-0.643915916,-0.487965232,0.010523875,0.51588262,0.667512803
rho.bIS[Coral x Coral Depth Kauai],-0.665834588,-0.513818228,-0.006471001,0.502729694,0.663370421
rho.bIS[Sand Depth Kauai],-0.677339866,-0.528244928,-0.022233923,0.481912562,0.643097134
rho.bIS[CCA Depth Kauai],-0.664974139,-0.506666943,-0.011876367,0.488010513,0.644579394
rho.bIS[Depth Depth Kauai],1,1,1,1,1
rho.bIS[Complexity Depth Kauai],-0.692081581,-0.520327673,0.082648802,0.646126979,0.780404866
rho.bIS[Water Clarity Depth Kauai],-0.668904318,-0.516530847,-0.028330257,0.468440922,0.6352447
rho.bIS[SST Depth Kauai],-0.662422178,-0.509423651,-0.008568518,0.497943792,0.659594447
rho.bIS[Waves Depth Kauai],-0.660507608,-0.509260993,-0.012776254,0.494188597,0.646669856
rho.bIS[Waves x Waves Depth Kauai],-0.672044515,-0.514143384,-0.016377355,0.491509701,0.652374629
rho.bIS[Human Density Depth Kauai],-0.657901328,-0.491254167,0.033105993,0.549065168,0.701104341
rho.bIS[Intercept Complexity Kauai],-0.635485215,-0.470612518,0.097760393,0.620657409,0.753759967
rho.bIS[Coral Complexity Kauai],-0.539044646,-0.314925488,0.308057767,0.733517983,0.829854455
rho.bIS[Coral x Coral Complexity Kauai],-0.721844733,-0.552508868,0.072109116,0.637909666,0.77595092
rho.bIS[Sand Complexity Kauai],-0.850597509,-0.763900238,-0.36322488,0.263629817,0.493827638
rho.bIS[CCA Complexity Kauai],-0.795914632,-0.675078824,-0.162611606,0.467993942,0.657879662
rho.bIS[Depth Complexity Kauai],-0.692081581,-0.520327673,0.082648802,0.646126979,0.780404866
rho.bIS[Complexity Complexity Kauai],1,1,1,1,1
rho.bIS[Water Clarity Complexity Kauai],-0.551933066,-0.348523848,0.255496555,0.718452424,0.820581175
rho.bIS[SST Complexity Kauai],-0.783224134,-0.651638404,-0.093445037,0.52848327,0.705166788
rho.bIS[Waves Complexity Kauai],-0.782747242,-0.645336956,-0.083677103,0.520694607,0.691703419
rho.bIS[Waves x Waves Complexity Kauai],-0.772618615,-0.624175877,-0.048907376,0.556455385,0.721954282
rho.bIS[Human Density Complexity Kauai],-0.483823132,-0.236139083,0.413779904,0.802122113,0.87902153
rho.bIS[Intercept Water Clarity Kauai],-0.589975211,-0.43166608,0.045692747,0.516870937,0.662696244
rho.bIS[Coral Water Clarity Kauai],-0.603910658,-0.4364394,0.076155261,0.547195237,0.689516614
rho.bIS[Coral x Coral Water Clarity Kauai],-0.644893019,-0.488099803,0.016479274,0.512987905,0.671797068
rho.bIS[Sand Water Clarity Kauai],-0.705488738,-0.567036164,-0.085373401,0.425265253,0.598924075
rho.bIS[CCA Water Clarity Kauai],-0.675267501,-0.527237431,-0.044587769,0.451653506,0.613325171
rho.bIS[Depth Water Clarity Kauai],-0.668904318,-0.516530847,-0.028330257,0.468440922,0.6352447
rho.bIS[Complexity Water Clarity Kauai],-0.551933066,-0.348523848,0.255496555,0.718452424,0.820581175
rho.bIS[Water Clarity Water Clarity Kauai],1,1,1,1,1
rho.bIS[SST Water Clarity Kauai],-0.668236445,-0.514131585,-0.014264825,0.486650575,0.644582516
rho.bIS[Waves Water Clarity Kauai],-0.671035802,-0.516293755,-0.03204153,0.464401632,0.626483928
rho.bIS[Waves x Waves Water Clarity Kauai],-0.662358121,-0.510721916,-0.009283395,0.48723231,0.642443055
rho.bIS[Human Density Water Clarity Kauai],-0.596565113,-0.428994369,0.098292845,0.587503521,0.729777824
rho.bIS[Intercept SST Kauai],-0.652089625,-0.496010588,-0.020553556,0.46909732,0.620605192
rho.bIS[Coral SST Kauai],-0.680847083,-0.526525502,-0.030950018,0.482406873,0.643366785
rho.bIS[Coral x Coral SST Kauai],-0.674871722,-0.519189107,-0.012176442,0.50012923,0.655191114
rho.bIS[Sand SST Kauai],-0.657789536,-0.50249466,0.014815112,0.519498104,0.672759633
rho.bIS[CCA SST Kauai],-0.654189576,-0.498470295,0.016080838,0.516146899,0.666280765
rho.bIS[Depth SST Kauai],-0.662422178,-0.509423651,-0.008568518,0.497943792,0.659594447
rho.bIS[Complexity SST Kauai],-0.783224134,-0.651638404,-0.093445037,0.52848327,0.705166788
rho.bIS[Water Clarity SST Kauai],-0.668236445,-0.514131585,-0.014264825,0.486650575,0.644582516
rho.bIS[SST SST Kauai],1,1,1,1,1
rho.bIS[Waves SST Kauai],-0.639690303,-0.477467369,0.028213867,0.528471761,0.680192201
rho.bIS[Waves x Waves SST Kauai],-0.657929008,-0.49741945,0.013578048,0.518866602,0.671504338
rho.bIS[Human Density SST Kauai],-0.695772782,-0.540544266,-0.022713415,0.519538429,0.681285208
rho.bIS[Intercept Waves Kauai],-0.631223474,-0.478224032,0.009728296,0.481630522,0.631200096
rho.bIS[Coral Waves Kauai],-0.670081147,-0.516540087,-0.021528166,0.48257063,0.641225844
rho.bIS[Coral x Coral Waves Kauai],-0.661247887,-0.504018841,0.000628536,0.499690082,0.657096571
rho.bIS[Sand Waves Kauai],-0.63048332,-0.468342086,0.034809358,0.531484088,0.689025649
rho.bIS[CCA Waves Kauai],-0.650540028,-0.496391496,0.002401663,0.501595586,0.659507982
rho.bIS[Depth Waves Kauai],-0.660507608,-0.509260993,-0.012776254,0.494188597,0.646669856
rho.bIS[Complexity Waves Kauai],-0.782747242,-0.645336956,-0.083677103,0.520694607,0.691703419
rho.bIS[Water Clarity Waves Kauai],-0.671035802,-0.516293755,-0.03204153,0.464401632,0.626483928
rho.bIS[SST Waves Kauai],-0.639690303,-0.477467369,0.028213867,0.528471761,0.680192201
rho.bIS[Waves Waves Kauai],1,1,1,1,1
rho.bIS[Waves x Waves Waves Kauai],-0.674589537,-0.522099088,-0.034186804,0.472508614,0.6352885
rho.bIS[Human Density Waves Kauai],-0.704009559,-0.556196682,-0.036615717,0.489911682,0.655095178
rho.bIS[Intercept Waves x Waves Kauai],-0.630222002,-0.479249951,0.012593692,0.481542104,0.639013189
rho.bIS[Coral Waves x Waves Kauai],-0.668002496,-0.514652872,-0.013991506,0.490423482,0.650836527
rho.bIS[Coral x Coral Waves x Waves Kauai],-0.670794463,-0.511073434,-0.005383384,0.499901427,0.662630912
rho.bIS[Sand Waves x Waves Kauai],-0.648177949,-0.487944922,0.026458942,0.52986209,0.681414885
rho.bIS[CCA Waves x Waves Kauai],-0.653909863,-0.502431768,0.007411116,0.502351591,0.655871687
rho.bIS[Depth Waves x Waves Kauai],-0.672044515,-0.514143384,-0.016377355,0.491509701,0.652374629
rho.bIS[Complexity Waves x Waves Kauai],-0.772618615,-0.624175877,-0.048907376,0.556455385,0.721954282
rho.bIS[Water Clarity Waves x Waves Kauai],-0.662358121,-0.510721916,-0.009283395,0.48723231,0.642443055
rho.bIS[SST Waves x Waves Kauai],-0.657929008,-0.49741945,0.013578048,0.518866602,0.671504338
rho.bIS[Waves Waves x Waves Kauai],-0.674589537,-0.522099088,-0.034186804,0.472508614,0.6352885
rho.bIS[Waves x Waves Waves x Waves Kauai],1,1,1,1,1
rho.bIS[Human Density Waves x Waves Kauai],-0.695097202,-0.539373433,-0.013901381,0.511747677,0.675085215
rho.bIS[Intercept Human Density Kauai],-0.661154418,-0.512255663,-0.016769407,0.477622125,0.639413786
rho.bIS[Coral Human Density Kauai],-0.584153414,-0.405094159,0.133086624,0.621677081,0.753424545
rho.bIS[Coral x Coral Human Density Kauai],-0.657714659,-0.494166692,0.044688825,0.561535817,0.713585229
rho.bIS[Sand Human Density Kauai],-0.754892541,-0.621008908,-0.133901205,0.409731135,0.589794899
rho.bIS[CCA Human Density Kauai],-0.700240696,-0.5494274,-0.031641075,0.486290396,0.650925735
rho.bIS[Depth Human Density Kauai],-0.657901328,-0.491254167,0.033105993,0.549065168,0.701104341
rho.bIS[Complexity Human Density Kauai],-0.483823132,-0.236139083,0.413779904,0.802122113,0.87902153
rho.bIS[Water Clarity Human Density Kauai],-0.596565113,-0.428994369,0.098292845,0.587503521,0.729777824
rho.bIS[SST Human Density Kauai],-0.695772782,-0.540544266,-0.022713415,0.519538429,0.681285208
rho.bIS[Waves Human Density Kauai],-0.704009559,-0.556196682,-0.036615717,0.489911682,0.655095178
rho.bIS[Waves x Waves Human Density Kauai],-0.695097202,-0.539373433,-0.013901381,0.511747677,0.675085215
rho.bIS[Human Density Human Density Kauai],1,1,1,1,1
rho.bIS[Intercept Intercept Lanai],1,1,1,1,1
rho.bIS[Coral Intercept Lanai],-0.566483769,-0.426947787,-0.017033777,0.385902256,0.527744611
rho.bIS[Coral x Coral Intercept Lanai],-0.550638925,-0.408133913,-0.0028947,0.408289793,0.549344671
rho.bIS[Sand Intercept Lanai],-0.568817924,-0.424309094,-0.016828476,0.398432433,0.544317677
rho.bIS[CCA Intercept Lanai],-0.565644186,-0.42099673,-0.002551927,0.412315875,0.558612879
rho.bIS[Depth Intercept Lanai],-0.572756861,-0.426474205,-0.012277389,0.414518385,0.555488733
rho.bIS[Complexity Intercept Lanai],-0.495591311,-0.341769565,0.087151613,0.491073628,0.618764259
rho.bIS[Water Clarity Intercept Lanai],-0.574108156,-0.430924954,-0.020147987,0.396821721,0.539334733
rho.bIS[SST Intercept Lanai],-0.582981557,-0.442232156,-0.025822364,0.398951055,0.54317949
rho.bIS[Waves Intercept Lanai],-0.535247394,-0.384582091,0.03453334,0.437757902,0.586903725
rho.bIS[Waves x Waves Intercept Lanai],-0.539863296,-0.39514496,0.020724444,0.440534456,0.580623029
rho.bIS[Human Density Intercept Lanai],-0.513984138,-0.363492881,0.056720714,0.466393708,0.601704965
rho.bIS[Intercept Coral Lanai],-0.566483769,-0.426947787,-0.017033777,0.385902256,0.527744611
rho.bIS[Coral Coral Lanai],1,1,1,1,1
rho.bIS[Coral x Coral Coral Lanai],-0.618398118,-0.484309535,-0.086592057,0.337231597,0.485163411
rho.bIS[Sand Coral Lanai],-0.557426613,-0.41383064,0.004287057,0.419527253,0.563102352
rho.bIS[CCA Coral Lanai],-0.559929416,-0.414750166,-0.004812513,0.41587686,0.564752774
rho.bIS[Depth Coral Lanai],-0.549799464,-0.404726011,0.021281503,0.437109784,0.577993023
rho.bIS[Complexity Coral Lanai],-0.599994098,-0.460814658,-0.052251542,0.371163645,0.51604357
rho.bIS[Water Clarity Coral Lanai],-0.557870663,-0.415502385,-0.00411389,0.40705373,0.552939563
rho.bIS[SST Coral Lanai],-0.559807581,-0.414864839,0.002648537,0.413614379,0.557496668
rho.bIS[Waves Coral Lanai],-0.549728154,-0.408028559,0.016944432,0.428874003,0.568669756
rho.bIS[Waves x Waves Coral Lanai],-0.557271003,-0.414782572,0.007559921,0.422193704,0.567716254
rho.bIS[Human Density Coral Lanai],-0.590642882,-0.447894796,-0.028550587,0.38602132,0.534027844
rho.bIS[Intercept Coral x Coral Lanai],-0.550638925,-0.408133913,-0.0028947,0.408289793,0.549344671
rho.bIS[Coral Coral x Coral Lanai],-0.618398118,-0.484309535,-0.086592057,0.337231597,0.485163411
rho.bIS[Coral x Coral Coral x Coral Lanai],1,1,1,1,1
rho.bIS[Sand Coral x Coral Lanai],-0.556987127,-0.413182267,0.002923907,0.424540576,0.570505237
rho.bIS[CCA Coral x Coral Lanai],-0.577228768,-0.433809296,-0.009678869,0.418018203,0.564002068
rho.bIS[Depth Coral x Coral Lanai],-0.573601103,-0.430816627,-0.005133753,0.417298844,0.565388364
rho.bIS[Complexity Coral x Coral Lanai],-0.57037662,-0.427484397,-0.011871648,0.414014226,0.5610507
rho.bIS[Water Clarity Coral x Coral Lanai],-0.567581446,-0.421781804,-0.00327937,0.414107858,0.55579648
rho.bIS[SST Coral x Coral Lanai],-0.564952341,-0.419992595,-0.001247281,0.421907044,0.562879744
rho.bIS[Waves Coral x Coral Lanai],-0.561736458,-0.415983125,0.002511111,0.425345033,0.570080423
rho.bIS[Waves x Waves Coral x Coral Lanai],-0.574731696,-0.433892609,0.001117175,0.423993002,0.565436307
rho.bIS[Human Density Coral x Coral Lanai],-0.585321476,-0.445340777,-0.018629945,0.39973878,0.552777026
rho.bIS[Intercept Sand Lanai],-0.568817924,-0.424309094,-0.016828476,0.398432433,0.544317677
rho.bIS[Coral Sand Lanai],-0.557426613,-0.41383064,0.004287057,0.419527253,0.563102352
rho.bIS[Coral x Coral Sand Lanai],-0.556987127,-0.413182267,0.002923907,0.424540576,0.570505237
rho.bIS[Sand Sand Lanai],1,1,1,1,1
rho.bIS[CCA Sand Lanai],-0.567166888,-0.421818817,0.004887593,0.429550091,0.577511327
rho.bIS[Depth Sand Lanai],-0.569282064,-0.422638678,0.00659273,0.438591679,0.580968859
rho.bIS[Complexity Sand Lanai],-0.598711012,-0.456280638,-0.029387284,0.398888706,0.550632699
rho.bIS[Water Clarity Sand Lanai],-0.562389732,-0.420160632,0.00773194,0.429452757,0.574337649
rho.bIS[SST Sand Lanai],-0.569922068,-0.421601309,0.008227613,0.431957632,0.576230079
rho.bIS[Waves Sand Lanai],-0.565865696,-0.419123357,0.008599768,0.431994313,0.580495966
rho.bIS[Waves x Waves Sand Lanai],-0.57130727,-0.426259488,0.005641103,0.43199841,0.578569968
rho.bIS[Human Density Sand Lanai],-0.583264713,-0.437793625,-0.008822648,0.422166314,0.569773155
rho.bIS[Intercept CCA Lanai],-0.565644186,-0.42099673,-0.002551927,0.412315875,0.558612879
rho.bIS[Coral CCA Lanai],-0.559929416,-0.414750166,-0.004812513,0.41587686,0.564752774
rho.bIS[Coral x Coral CCA Lanai],-0.577228768,-0.433809296,-0.009678869,0.418018203,0.564002068
rho.bIS[Sand CCA Lanai],-0.567166888,-0.421818817,0.004887593,0.429550091,0.577511327
rho.bIS[CCA CCA Lanai],1,1,1,1,1
rho.bIS[Depth CCA Lanai],-0.56056143,-0.412878426,0.02037138,0.452093958,0.595533151
rho.bIS[Complexity CCA Lanai],-0.606518162,-0.466038931,-0.047833372,0.38893535,0.540508683
rho.bIS[Water Clarity CCA Lanai],-0.575965349,-0.4377047,-0.006119406,0.425360041,0.570606711
rho.bIS[SST CCA Lanai],-0.570911163,-0.428119874,0.000477009,0.435315415,0.578583454
rho.bIS[Waves CCA Lanai],-0.571343681,-0.424478498,0.005429338,0.434928166,0.579519557
rho.bIS[Waves x Waves CCA Lanai],-0.580116009,-0.433831448,-0.000984297,0.433930184,0.580757902
rho.bIS[Human Density CCA Lanai],-0.589714246,-0.443712102,-0.010177598,0.41861287,0.568804542
rho.bIS[Intercept Depth Lanai],-0.572756861,-0.426474205,-0.012277389,0.414518385,0.555488733
rho.bIS[Coral Depth Lanai],-0.549799464,-0.404726011,0.021281503,0.437109784,0.577993023
rho.bIS[Coral x Coral Depth Lanai],-0.573601103,-0.430816627,-0.005133753,0.417298844,0.565388364
rho.bIS[Sand Depth Lanai],-0.569282064,-0.422638678,0.00659273,0.438591679,0.580968859
rho.bIS[CCA Depth Lanai],-0.56056143,-0.412878426,0.02037138,0.452093958,0.595533151
rho.bIS[Depth Depth Lanai],1,1,1,1,1
rho.bIS[Complexity Depth Lanai],-0.611363041,-0.472871961,-0.053442465,0.382933555,0.535571019
rho.bIS[Water Clarity Depth Lanai],-0.580507955,-0.436125981,-0.003783167,0.422326836,0.569006023
rho.bIS[SST Depth Lanai],-0.576054968,-0.430504376,0.004165215,0.430248875,0.578882146
rho.bIS[Waves Depth Lanai],-0.57563673,-0.426303992,0.011081526,0.438973849,0.586606721
rho.bIS[Waves x Waves Depth Lanai],-0.585621014,-0.445095269,-0.007650768,0.426648944,0.578177969
rho.bIS[Human Density Depth Lanai],-0.600439935,-0.457590475,-0.032650613,0.404708084,0.5520158
rho.bIS[Intercept Complexity Lanai],-0.495591311,-0.341769565,0.087151613,0.491073628,0.618764259
rho.bIS[Coral Complexity Lanai],-0.599994098,-0.460814658,-0.052251542,0.371163645,0.51604357
rho.bIS[Coral x Coral Complexity Lanai],-0.57037662,-0.427484397,-0.011871648,0.414014226,0.5610507
rho.bIS[Sand Complexity Lanai],-0.598711012,-0.456280638,-0.029387284,0.398888706,0.550632699
rho.bIS[CCA Complexity Lanai],-0.606518162,-0.466038931,-0.047833372,0.38893535,0.540508683
rho.bIS[Depth Complexity Lanai],-0.611363041,-0.472871961,-0.053442465,0.382933555,0.535571019
rho.bIS[Complexity Complexity Lanai],1,1,1,1,1
rho.bIS[Water Clarity Complexity Lanai],-0.596804175,-0.459432258,-0.038680582,0.398367952,0.548943663
rho.bIS[SST Complexity Lanai],-0.582312518,-0.439143484,-0.007746224,0.419854604,0.569310422
rho.bIS[Waves Complexity Lanai],-0.601361519,-0.458882066,-0.0378021,0.400385268,0.548657278
rho.bIS[Waves x Waves Complexity Lanai],-0.587941761,-0.44447895,-0.012212164,0.421576724,0.569633293
rho.bIS[Human Density Complexity Lanai],-0.531058319,-0.377216247,0.0626458,0.484132777,0.622759763
rho.bIS[Intercept Water Clarity Lanai],-0.574108156,-0.430924954,-0.020147987,0.396821721,0.539334733
rho.bIS[Coral Water Clarity Lanai],-0.557870663,-0.415502385,-0.00411389,0.40705373,0.552939563
rho.bIS[Coral x Coral Water Clarity Lanai],-0.567581446,-0.421781804,-0.00327937,0.414107858,0.55579648
rho.bIS[Sand Water Clarity Lanai],-0.562389732,-0.420160632,0.00773194,0.429452757,0.574337649
rho.bIS[CCA Water Clarity Lanai],-0.575965349,-0.4377047,-0.006119406,0.425360041,0.570606711
rho.bIS[Depth Water Clarity Lanai],-0.580507955,-0.436125981,-0.003783167,0.422326836,0.569006023
rho.bIS[Complexity Water Clarity Lanai],-0.596804175,-0.459432258,-0.038680582,0.398367952,0.548943663
rho.bIS[Water Clarity Water Clarity Lanai],1,1,1,1,1
rho.bIS[SST Water Clarity Lanai],-0.571888551,-0.426465069,-0.000498843,0.423988094,0.570083254
rho.bIS[Waves Water Clarity Lanai],-0.568179374,-0.422062265,0.008521382,0.430401707,0.573608531
rho.bIS[Waves x Waves Water Clarity Lanai],-0.575174583,-0.429410902,0.005005037,0.437555394,0.583577506
rho.bIS[Human Density Water Clarity Lanai],-0.579652126,-0.430741383,0.006377066,0.430701172,0.574836774
rho.bIS[Intercept SST Lanai],-0.582981557,-0.442232156,-0.025822364,0.398951055,0.54317949
rho.bIS[Coral SST Lanai],-0.559807581,-0.414864839,0.002648537,0.413614379,0.557496668
rho.bIS[Coral x Coral SST Lanai],-0.564952341,-0.419992595,-0.001247281,0.421907044,0.562879744
rho.bIS[Sand SST Lanai],-0.569922068,-0.421601309,0.008227613,0.431957632,0.576230079
rho.bIS[CCA SST Lanai],-0.570911163,-0.428119874,0.000477009,0.435315415,0.578583454
rho.bIS[Depth SST Lanai],-0.576054968,-0.430504376,0.004165215,0.430248875,0.578882146
rho.bIS[Complexity SST Lanai],-0.582312518,-0.439143484,-0.007746224,0.419854604,0.569310422
rho.bIS[Water Clarity SST Lanai],-0.571888551,-0.426465069,-0.000498843,0.423988094,0.570083254
rho.bIS[SST SST Lanai],1,1,1,1,1
rho.bIS[Waves SST Lanai],-0.572248617,-0.426082575,0.004442546,0.431893767,0.576903282
rho.bIS[Waves x Waves SST Lanai],-0.575411691,-0.429377362,-0.006030377,0.430161398,0.577835708
rho.bIS[Human Density SST Lanai],-0.56987095,-0.425465435,0.003938481,0.438588699,0.585648655
rho.bIS[Intercept Waves Lanai],-0.535247394,-0.384582091,0.03453334,0.437757902,0.586903725
rho.bIS[Coral Waves Lanai],-0.549728154,-0.408028559,0.016944432,0.428874003,0.568669756
rho.bIS[Coral x Coral Waves Lanai],-0.561736458,-0.415983125,0.002511111,0.425345033,0.570080423
rho.bIS[Sand Waves Lanai],-0.565865696,-0.419123357,0.008599768,0.431994313,0.580495966
rho.bIS[CCA Waves Lanai],-0.571343681,-0.424478498,0.005429338,0.434928166,0.579519557
rho.bIS[Depth Waves Lanai],-0.57563673,-0.426303992,0.011081526,0.438973849,0.586606721
rho.bIS[Complexity Waves Lanai],-0.601361519,-0.458882066,-0.0378021,0.400385268,0.548657278
rho.bIS[Water Clarity Waves Lanai],-0.568179374,-0.422062265,0.008521382,0.430401707,0.573608531
rho.bIS[SST Waves Lanai],-0.572248617,-0.426082575,0.004442546,0.431893767,0.576903282
rho.bIS[Waves Waves Lanai],1,1,1,1,1
rho.bIS[Waves x Waves Waves Lanai],-0.583879324,-0.438460519,-0.008333805,0.422798884,0.57673499
rho.bIS[Human Density Waves Lanai],-0.587476665,-0.441337449,-0.012502472,0.41755272,0.561965627
rho.bIS[Intercept Waves x Waves Lanai],-0.539863296,-0.39514496,0.020724444,0.440534456,0.580623029
rho.bIS[Coral Waves x Waves Lanai],-0.557271003,-0.414782572,0.007559921,0.422193704,0.567716254
rho.bIS[Coral x Coral Waves x Waves Lanai],-0.574731696,-0.433892609,0.001117175,0.423993002,0.565436307
rho.bIS[Sand Waves x Waves Lanai],-0.57130727,-0.426259488,0.005641103,0.43199841,0.578569968
rho.bIS[CCA Waves x Waves Lanai],-0.580116009,-0.433831448,-0.000984297,0.433930184,0.580757902
rho.bIS[Depth Waves x Waves Lanai],-0.585621014,-0.445095269,-0.007650768,0.426648944,0.578177969
rho.bIS[Complexity Waves x Waves Lanai],-0.587941761,-0.44447895,-0.012212164,0.421576724,0.569633293
rho.bIS[Water Clarity Waves x Waves Lanai],-0.575174583,-0.429410902,0.005005037,0.437555394,0.583577506
rho.bIS[SST Waves x Waves Lanai],-0.575411691,-0.429377362,-0.006030377,0.430161398,0.577835708
rho.bIS[Waves Waves x Waves Lanai],-0.583879324,-0.438460519,-0.008333805,0.422798884,0.57673499
rho.bIS[Waves x Waves Waves x Waves Lanai],1,1,1,1,1
rho.bIS[Human Density Waves x Waves Lanai],-0.588976427,-0.446636961,-0.01916322,0.421680543,0.570186216
rho.bIS[Intercept Human Density Lanai],-0.513984138,-0.363492881,0.056720714,0.466393708,0.601704965
rho.bIS[Coral Human Density Lanai],-0.590642882,-0.447894796,-0.028550587,0.38602132,0.534027844
rho.bIS[Coral x Coral Human Density Lanai],-0.585321476,-0.445340777,-0.018629945,0.39973878,0.552777026
rho.bIS[Sand Human Density Lanai],-0.583264713,-0.437793625,-0.008822648,0.422166314,0.569773155
rho.bIS[CCA Human Density Lanai],-0.589714246,-0.443712102,-0.010177598,0.41861287,0.568804542
rho.bIS[Depth Human Density Lanai],-0.600439935,-0.457590475,-0.032650613,0.404708084,0.5520158
rho.bIS[Complexity Human Density Lanai],-0.531058319,-0.377216247,0.0626458,0.484132777,0.622759763
rho.bIS[Water Clarity Human Density Lanai],-0.579652126,-0.430741383,0.006377066,0.430701172,0.574836774
rho.bIS[SST Human Density Lanai],-0.56987095,-0.425465435,0.003938481,0.438588699,0.585648655
rho.bIS[Waves Human Density Lanai],-0.587476665,-0.441337449,-0.012502472,0.41755272,0.561965627
rho.bIS[Waves x Waves Human Density Lanai],-0.588976427,-0.446636961,-0.01916322,0.421680543,0.570186216
rho.bIS[Human Density Human Density Lanai],1,1,1,1,1
rho.bIS[Intercept Intercept Maui],1,1,1,1,1
rho.bIS[Coral Intercept Maui],-0.547310427,-0.41965341,-0.053689467,0.329275908,0.472060175
rho.bIS[Coral x Coral Intercept Maui],-0.505598544,-0.371647505,0.004212328,0.378674217,0.516985143
rho.bIS[Sand Intercept Maui],-0.503833477,-0.364638905,0.00768268,0.377768425,0.515339884
rho.bIS[CCA Intercept Maui],-0.495087201,-0.360540031,0.018783654,0.397099583,0.52653855
rho.bIS[Depth Intercept Maui],-0.536209073,-0.402394996,-0.021347153,0.363818282,0.494663634
rho.bIS[Complexity Intercept Maui],-0.554927738,-0.429871406,-0.066366211,0.302782632,0.444429939
rho.bIS[Water Clarity Intercept Maui],-0.507359421,-0.371065872,0.002313074,0.374880325,0.510629991
rho.bIS[SST Intercept Maui],-0.49548457,-0.356429708,0.024565812,0.407260679,0.539184054
rho.bIS[Waves Intercept Maui],-0.526619719,-0.39540212,-0.017222478,0.367234511,0.50047608
rho.bIS[Waves x Waves Intercept Maui],-0.519173832,-0.384320625,-0.010670318,0.372847142,0.512287951
rho.bIS[Human Density Intercept Maui],-0.558068366,-0.431369161,-0.060115167,0.325202235,0.458637052
rho.bIS[Intercept Coral Maui],-0.547310427,-0.41965341,-0.053689467,0.329275908,0.472060175
rho.bIS[Coral Coral Maui],1,1,1,1,1
rho.bIS[Coral x Coral Coral Maui],-0.579877741,-0.4534265,-0.075939031,0.309859754,0.454615968
rho.bIS[Sand Coral Maui],-0.520103262,-0.37917768,0.004040926,0.386951507,0.523013689
rho.bIS[CCA Coral Maui],-0.53160568,-0.393617931,-0.004654769,0.380407182,0.519231395
rho.bIS[Depth Coral Maui],-0.501485583,-0.364437695,0.031982004,0.414332263,0.548733858
rho.bIS[Complexity Coral Maui],-0.464961933,-0.318874187,0.064170856,0.425752053,0.554785417
rho.bIS[Water Clarity Coral Maui],-0.524259733,-0.384193542,0.002623595,0.399236622,0.528770822
rho.bIS[SST Coral Maui],-0.530802369,-0.397891961,-0.003238608,0.381453117,0.51671504
rho.bIS[Waves Coral Maui],-0.496982831,-0.360261846,0.038157489,0.417925734,0.54654027
rho.bIS[Waves x Waves Coral Maui],-0.507617263,-0.36717459,0.029057055,0.413498195,0.550233585
