,SITEVISITID,SITE,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,HABITAT_CODE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,VISIBILITY,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,ID,Acanthuridae,Apogonidae,Aulostomidae,Balistidae,Blenniidae,Bothidae,Caracanthidae,Carangidae,Carcharhinidae,Chaetodontidae,Cheilodactylidae,Cirrhitidae,Congridae,Diodontidae,Fistulariidae,Gobiidae,Holocentridae,Kuhliidae,Kyphosidae,Labridae,Lethrinidae,Lutjanidae,Malacanthidae,Microdesmidae,Monacanthidae,Mullidae,Muraenidae,Ophichthidae,Oplegnathidae,Ostraciidae,Pinguipedidae,Pomacanthidae,Pomacentridae,Priacanthidae,Ptereleotridae,Scaridae,Scorpaenidae,Serranidae,Synodontidae,Tetraodontidae,Zanclidae,UNKNOWN,INSTTotFish,SharkJackRayTunaBarra,INSTTotFishMinusSJRTB,MEAN_Chla_MEAN,MEAN_Chla_SD,MEAN_Chla_CLIM_MAX,MEAN_Chla_ANOM_MAX,MEAN_Chla_ANOM_FREQ,MEAN_Irradiance_MEAN,MEAN_Irradiance_SD,MEAN_Irradiance_CLIM_MAX,MEAN_Irradiance_ANOM_MAX,MEAN_Irradiance_ANOM_FREQ,MEAN_SST_MEAN,MEAN_SST_SD,MEAN_SST_CLIM_MAX,MEAN_SST_ANOM_MAX,MEAN_SST_ANOM_FREQ,MEAN_Waves_MEAN,MEAN_Waves_SD,MEAN_Waves_CLIM_MAX,MEAN_Waves_ANOM_MAX,MEAN_Waves_ANOM_FREQ
11,10024,OAH-02330,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefDeep,OAH_NORTH,2016-08-20,Forereef,Deep,21.680705,-158.056404,PAV,24.25,1,5,1,1.5,91.5,0.105,0.0337607456003727,0.45,22,2,1,0,0.348768216905784,0.798929058608604,5.11086707698763,11,0.576091074,0.016175823,0,2.76325687,0.005796159,0,0,0,0,0.01179809,0,0.399206288,0,0,0,0,0,0,0,1.172361155,0,0,0,0,0.021842203,0.736606312,0,0,0,0,0,0.068092929,0.312060332,0,0.013182839,0.054664764,0,0,0,0.107429513,0,0,6.258564353,0,6.258564353,0.10693333333,0.06733333333,0.4844,0.1046,0.05436666667,43.2316349533,9.57805410633,58.9407333333,3.88502731467,0.16545893733,25.3523722467,0.96532621967,26.6983333333,0.313861111,0.075854701,25.3069986633,38.2524556133,78.1047863067,219.067194933,0.07278538833
12,10025,OAH-02351,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,2016-08-20,Forereef,Mid,21.669815,-158.060849,PAV,10.2,1,5,0,0,94,0.1025,0.0175,0.3,28,2,1,0,0.00098319100762916,0.0109568156003785,0.471136729325873,12,0.010956816,0,0,0.273190113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197946616,0,0,0,0,0,0,0,0,0,0,0,0,0.000983191,0,0,0,0,0,0,0,0,0,0.483076736,0,0.483076736,0.10693333333,0.06733333333,0.4844,0.1046,0.05436666667,43.2316349533,9.57805410633,58.9407333333,3.88502731467,0.16545893733,25.3850440333,0.97366089933,26.7656666667,0.30480555567,0.07318376067,22.4815683833,33.9179177367,69.3075600167,172.3541936,0.07799086767
13,10026,OAH-02337,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,2016-08-20,Forereef,Mid,21.661396,-158.059957,PAV,14.3,2,5,1,3,89,0.13175,0.125895146349465,0.9,13,2,1,2.70582430901065,0.192863535625577,0.216620604676304,1.70515207274395,13,0.149844588,0,0,1.014761731,0,0,0,0,0,0,0,0.10367811,0,0,0,0,0,0,0,0.479064836,0,0,0,0,0,0.093205557,2.705824309,0,0,0,0,0,0.207305373,0,0,0,0,0,0,0.066776016,0,0,4.820460522,0,4.820460522,0.10693333333,0.06733333333,0.4844,0.1046,0.05436666667,43.2316349533,9.57805410633,58.9407333333,3.88502731467,0.16545893733,25.3850440333,0.97366089933,26.7656666667,0.30480555567,0.07318376067,22.0129472167,34.12003037,69.3564299333,182.710761733,0.07634703233
14,10027,OAH-02365,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,2016-08-20,Forereef,Mid,21.630035,-158.08193,PSC,9.1,1,5.5,1.5,6.5,85.5,0.11,0.0485665210336692,0.45,20,2,1,0,0.0322730070644325,0.0191761507292852,2.94230258729596,14,0.019176151,0,0,2.834564203,0,0,0,0,0,0.006296612,0,0,0,0,0,0,0,0,0,0.101441772,0,0,0,0.020216556,0,0,0,0,0,0,0,0,0.012056451,0,0,0,0,0,0,0,0,0,2.993751745,0,2.993751745,0.11596666667,0.12356666667,0.80993333333,0.11576666667,0.03383333333,42.93440097,9.59143416,59.6261333333,4.772792593,0.17391304333,25.4172718867,0.98159527367,26.8806666667,0.26525000033,0.0625,17.88425679,24.8653628433,52.0075834867,101.623599187,0.09388127833
15,10028,OAH-02383,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefShallow,OAH_NORTH,2016-08-20,Forereef,Shallow,21.628116,-158.07916,PAV,4.55,1,1.5,1,1,95.5,0.10375,0.0299373429638327,0.3,9,2,1,0.285294294717601,0,0.0546263690699843,1.03141331934897,15,0.036444291,0,0,0.614423119,0,0,0,0,0,0,0,0,0,0,0.285294295,0,0,0,0,0.28080264,0,0,0,0,0,0,0,0,0,0,0,0,0.154369639,0,0,0,0,0,0,0,0,0,1.371333983,0,1.371333983,0.10673333333,0.08203333333,0.80993333333,0.11576666667,0.03383333333,42.93440097,9.59143416,59.6261333333,4.772792593,0.17391304333,25.4172718867,0.98159527367,26.8806666667,0.26525000033,0.0625,17.88425679,24.8653628433,52.0075834867,101.623599187,0.09388127833
16,10029,OAH-02347,nSPC,2016,MHI,Main Hawaiian Islands,Oahu,OAH_NORTH,2016,ForereefMid,OAH_NORTH,2016-08-20,Forereef,Mid,21.618759,-158.098195,PAV,8.05,1.5,12.5,0.5,0,85.5,0.12025,0.0700046948223298,0.625,13,2,1,18.8463096296226,0,0.0608443448547633,1.15575150183057,16,0,0,0,1.044124531,0,0,0,0,0,0,0,0,0,0,18.84630963,0,0,0,0,0.111626971,0,0,0,0,0,0,0,0,0,0,0,0,0.042007581,0,0,0,0,0,0,0.018836764,0,0,20.06290548,0,20.06290548,0.11596666667,0.12356666667,0.94543333333,0.1121,0.01933333333,42.93440097,9.59143416,59.6261333333,4.772792593,0.17391304333,25.4172718867,0.98159527367,26.8806666667,0.26525000033,0.0625,15.55348226,20.3171957033,43.36010756,83.1225536333,0.09899543367
17,10044,KAH-00163,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefDeep,KAH_SOUTH,2016-08-21,Forereef,Deep,20.526242,-156.530687,AGR,23.5,11.5,3,2.5,10,73,0.52125,0.440560961410583,1.85,30,2,1,1.53957519667239,4.30207792204839,10.4763941382899,7.45414091167508,17,5.636575129,0,0,5.347810714,0.001349615,0,0,0,0,0.46820054,0,0.511380416,0,0,0,0,1.893045311,0,0,1.121749572,0,0,0,0,0,0.567458877,0,0,0,0,0,1.491642614,2.346406016,0,0,2.809320641,0,1.539575197,0,0.037673527,0,0,23.77218817,0,23.77218817,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.71918433,0.90651180467,27.2523333333,0.19344444467,0.044871795,12.5686648533,8.00368267567,16.1342453833,30.52976067,0.26173515967
18,10045,KAH-00198,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefMid,KAH_SOUTH,2016-08-21,Forereef,Mid,20.510727,-156.545882,ROB,14.65,3.5,0.5,0.5,0.5,95,0.67875,0.493557503640007,1.9,30,2,1,11.8519787757914,2.09931069270108,28.3595136434301,8.79420263230559,18,11.46366268,0,0,2.900529474,0.007991194,0,0,5.207080088,0,0.762201871,0,1.688741357,0,0,0,0,0.337697202,0,0,5.324482596,0,4.362911115,0,0,0,0,0,0,0,0,0,0,1.828457935,0,0,14.77801332,0,2.343726525,0,0.099510389,0,0,51.10500574,5.207080088,45.89792566,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.7236236567,0.90089571433,27.2416666667,0.183138889,0.044337607,13.72705045,8.42330727433,17.37343035,32.3953731667,0.26666666667
19,10046,KAH-00178,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefDeep,KAH_SOUTH,2016-08-21,Forereef,Deep,20.51379,-156.621091,ROB,19.7,3.5,3.5,1,22.5,69.5,0.66,0.540922225712851,1.85,30,2,1,23.858920386169,26.7412709486314,39.5177368667346,13.4170485962859,19,39.78807088,0,0,2.931800498,0,0,0,13.32878899,0,0.182723864,0,0.175522791,0,0,0,0,0.985720556,0,2.897569693,0.843256259,7.403068196,6.591629604,0,0.00329571,0,2.7623425,0,0,0,0,0,0.362679832,1.346870335,0,0,19.04618182,0,4.765983011,0,0.034518897,0.084953364,0,103.5349768,13.32878899,90.20618781,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.7676400433,0.916361667,27.1443333333,0.25169444433,0.06891025633,9.34483366833,5.52304157467,11.9313463533,22.4111386033,0.258082192
20,10047,KAH-00119,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefShallow,KAH_SOUTH,2016-08-21,Forereef,Shallow,20.51524,-156.646965,ROB,4.5,0.5,0,0.5,1,98,0.334,0.225658264497711,1.05,19,2,1,3.77217370924632,0.350249524576654,14.0464399072545,1.83343165461111,20,7.188476094,0,0,0,0,0,0,0.528729512,0,0,0,0,0,0,0,0,0,0,6.806340369,0.967167135,0,1.177212116,0,0,0,0,0,0,0,0,0,0,0.413454688,0,0,0,0,2.658683471,0,0.051623444,0.205664542,0.004943425,20.0022948,0.528729512,19.47356528,0.0673,0.02293333333,0.19056666667,0.02813333333,0.07186666667,40.15314572,8.283893466,56.672,5.99397592567,0.179951691,25.7861392733,0.92692093933,27.188,0.25213888867,0.06784188033,8.113273748,4.71323480667,10.413900494,20.0414436833,0.23479452033
21,10048,KAH-00123,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefShallow,KAH_SOUTH,2016-08-21,Forereef,Shallow,20.502835,-156.668186,ROB,4.8,3.5,1.5,4,11.5,79.5,0.83375,0.754301765833901,3,27,2,1,11.0026340550938,1.91556156375779,57.151311591854,8.5707530638886,21,44.1101666,0,0,1.074099064,0.001349615,0,0,1.467051863,0,0.263643219,0,0.371121094,0,0,0,0,0.386127717,0,3.301161681,3.355984357,1.981842483,2.258699904,0,0,0,0.650578567,0,0,0,0,0,0,0.934864527,0,0,9.976071746,0,8.501498867,0,0.005998971,0,0,78.64026027,1.467051863,77.17320841,0.0673,0.02293333333,0.19056666667,0.02813333333,0.07186666667,40.15314572,8.283893466,56.672,5.99397592567,0.179951691,25.7928023567,0.923999419,27.2916666667,0.21008333333,0.05662393133,11.53704681,6.55090298867,14.7470930667,26.0806846633,0.248127854
22,10049,KAH-00145,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefMid,KAH_SOUTH,2016-08-21,Forereef,Mid,20.516105,-156.692717,ROB,9.3,1.5,0,0.5,12.5,85.5,0.7075,0.481935754793949,2.05,24,2,1,11.2533718545446,1.30595331277122,5.96141447792633,2.8763999670496,22,4.223755093,0,0,2.696512539,0,0,0,0,0,0.134351669,0,0.942442054,0,0,0,0,0,0,0,0.659133419,0,0,0,0,0,0,6.487808375,0,0,0,0,0.013338272,1.402710979,0,0,0,0,4.76556348,0,0.071523733,0,0,21.39713961,0,21.39713961,0.0673,0.02293333333,0.19056666667,0.02813333333,0.07186666667,40.15314572,8.283893466,56.672,5.99397592567,0.179951691,25.8033579133,0.933170671,27.344,0.21330555567,0.05288461533,4.90673008567,4.20781516067,7.88461180867,27.0801801867,0.125022831
23,10050,KAH-00146,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefDeep,KAH_SOUTH,2016-08-21,Forereef,Deep,20.556635,-156.547118,ROB,21.95,1.5,0,0.5,22.5,75.5,0.1745,0.194410445327339,1.2,30,2,1,4.58915455014045,1.72551301517977,6.59464687096939,4.53714217475172,23,6.196233021,0,0,2.867656817,0,0,0,0,0,0.231047034,0,0.012622275,0,0,0,0,0.614009288,0,0,0.838901803,0.674672079,1.0048044,0,0,0,0.379550988,0,0,0,0,0,0,0.015283402,0,0,0,0,4.58915455,0,0.022520955,0,0,17.44645661,0,17.44645661,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.7244449567,0.91223620433,27.1876666667,0.22855555567,0.05822649567,7.920850816,5.74510175933,11.1739736633,20.9223323233,0.22200913233
24,10051,KAH-00127,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefShallow,KAH_SOUTH,2016-08-21,Forereef,Shallow,20.521888,-156.538552,ROB,5.15,3,0,2.5,0.5,94,0.6875,0.534971256292773,2.05,28,2,1,13.1520386734179,5.82071996173369,42.1414922789582,1.9753278356982,24,20.63863524,0,0,7.164642568,0.001508559,0,0,0,0,0.047074495,0,0.012622275,0,0,0,0,0,0,19.21458504,0.826053516,0,2.426037108,0,0,0,0.188446368,0,0,0,0.031343544,0,0,1.117550732,0,0,0,0,11.40224254,0,0.018836764,0,0,63.08957875,0,63.08957875,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.71918433,0.90651180467,27.2523333333,0.19344444467,0.044871795,13.0952365967,8.27956680733,16.71247189,31.7929617033,0.264200913
25,10052,KAH-00128,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefMid,KAH_SOUTH,2016-08-21,Forereef,Mid,20.51067,-156.576497,ROB,13.45,3.5,0,2.5,0,94,0.34875,0.328221990476366,1.35,30,2,1,4.88854949730235,1.96221492718225,4.68877736472051,7.38556831941807,25,3.402377431,0,0,1.290856969,0.001508559,0,0,0,0,0.575826995,0,0.275441333,0,0,0,0,0,0,0,4.439239959,0,4.9165654,0,0,0.06562735,0.241683228,0,0,0,0,0,0.211398539,2.031187892,0,0,0.515897558,0,0.938662133,0,0.018836764,0,0,18.92511011,0,18.92511011,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.7497066067,0.90981712,27.2076666667,0.219861111,0.05395299133,12.9753480267,7.949484176,16.56246764,30.7995909567,0.259634703
26,10053,KAH-00172,nSPC,2016,MHI,Main Hawaiian Islands,Kahoolawe,KAH_SOUTH,2016,ForereefShallow,KAH_SOUTH,2016-08-21,Forereef,Shallow,20.510992,-156.591332,ROB,5.15,1,0,3,0,96,0.53125,0.34848793839266,1.4,23,2,1,11.3464126918414,1.136425823102,19.545491394075,2.58112145296686,26,17.23502394,0,0,0.820905134,0.001508559,0,0,0.424348702,0,0.223531678,0,0.186582755,0,0,0,0,0,0,0.38853401,0.846603632,0,0,0,0,0,1.07631746,0,0,0,0,0,0,0.552942459,0,0,1.70914456,0,10.92206399,0,0.016279942,0.205664542,0,34.60945136,0.424348702,34.18510266,0.06913333333,0.02133333333,0.16256666667,0.02846666667,0.09176666667,41.4907955267,8.34112647267,56.7046666667,5.187149074,0.18961352667,25.7497066067,0.90981712,27.2076666667,0.219861111,0.05395299133,8.306515171,5.01605686533,10.8155499687,20.9156424833,0.228675799
